Date,UVIX_OPEN,UVIX_CLOSE,UVIX_CTO_RETURN,UVIX_OTC_RETURN,UVIX_RETURN,UVIX_CC_RETURN_REBUILT,UVIX_SOURCE,UVIX_PROXY_SOURCE
2022-01-20,9.167034455231264e-12,1.044374640023976e-11,-0.04881063633795846,0.13927207879969594,0.08366348367141403,0.08366348367141407,synthetic_calibrated_UVXY,UVXY
2022-01-21,1.079586736968219e-11,1.230770827468903e-11,0.03371596321357884,0.14003885498376079,0.17847636308044373,0.1784763630804438,synthetic_calibrated_UVXY,UVXY
2022-01-24,1.4406133178467905e-11,1.2994954558256722e-11,0.1704968022433806,-0.09795679400773538,0.055838688099312646,0.055838688099312694,synthetic_calibrated_UVXY,UVXY
2022-01-25,1.491616817281518e-11,1.323208011346562e-11,0.14784304215498478,-0.11290353124462782,0.0182475093811107,0.01824750938111075,synthetic_calibrated_UVXY,UVXY
2022-01-26,1.2056446245888675e-11,1.361928683113619e-11,-0.0888472452929423,0.12962696912288352,0.0292627247076997,0.029262724707699528,synthetic_calibrated_UVXY,UVXY
2022-01-27,1.2326721843632542e-11,1.3825064786601351e-11,-0.09490695096813795,0.1215524258578764,0.015109304768786866,0.015109304768786691,synthetic_calibrated_UVXY,UVXY
2022-01-28,1.3321933039661886e-11,1.2220427271573137e-11,-0.03639272254456838,-0.08268362893052827,-0.11606726910845015,-0.11606726910844989,synthetic_calibrated_UVXY,UVXY
2022-01-31,1.2488395418016048e-11,1.05961291733583e-11,0.021927886847807,-0.1515219675001579,-0.13291663721065144,-0.1329166372106514,synthetic_calibrated_UVXY,UVXY
2022-02-01,1.015890958598427e-11,9.018437561336786e-12,-0.04126219869736247,-0.1122632320914575,-0.14889320299985426,-0.1488932029998541,synthetic_calibrated_UVXY,UVXY
2022-02-02,8.867950594908322e-12,8.58678959024922e-12,-0.01668658960102143,-0.03170529669172206,-0.04786283301867016,-0.047862833018670226,synthetic_calibrated_UVXY,UVXY
2022-02-03,9.709001074787753e-12,1.0737042308681269e-11,0.13069046035701937,0.10588537646402418,0.2504140454162033,0.25041404541620316,synthetic_calibrated_UVXY,UVXY
2022-02-04,1.0430598320672925e-11,9.838445646678183e-12,-0.028540819640858972,-0.05677072932826155,-0.0836912658224827,-0.08369126582248254,synthetic_calibrated_UVXY,UVXY
2022-02-07,9.4683371459936e-12,9.417742251367761e-12,-0.03761859484476038,-0.005343588197769922,-0.042761164763100816,-0.04276116476310121,synthetic_calibrated_UVXY,UVXY
2022-02-08,9.219590095296649e-12,8.504756657137175e-12,-0.02104030358681075,-0.07753418869718998,-0.09694314941545472,-0.09694314941545479,synthetic_calibrated_UVXY,UVXY
2022-02-09,8.02365642918558e-12,7.871527710529627e-12,-0.05656837077729415,-0.018960024023784494,-0.07445585713215479,-0.07445585713215486,synthetic_calibrated_UVXY,UVXY
2022-02-10,8.723163499801102e-12,9.456709888555831e-12,0.10819193180661157,0.0840917849093914,0.20138176937441615,0.2013817693744162,synthetic_calibrated_UVXY,UVXY
2022-02-11,9.342313434880227e-12,1.1587886396712292e-11,-0.012096855568556997,0.24036583416780366,0.22536130781970293,0.22536130781970298,synthetic_calibrated_UVXY,UVXY
2022-02-14,1.1901076892124877e-11,1.189852312668743e-11,0.027027404713032332,-0.00021458271890817393,0.02680702238013572,0.02680702238013577,synthetic_calibrated_UVXY,UVXY
2022-02-15,1.0282387381180567e-11,1.0022621841363198e-11,-0.13582658354312893,-0.025263154381132025,-0.15765832997514934,-0.15765832997514928,synthetic_calibrated_UVXY,UVXY
2022-02-16,1.0254369173456377e-11,9.174897017614333e-12,0.023122426023973297,-0.10526948441024309,-0.08458114425212764,-0.0845811442521276,synthetic_calibrated_UVXY,UVXY
2022-02-17,1.0185897674903026e-11,1.129616844573891e-11,0.11019204415567097,0.10900077796495777,0.23120384065914562,0.2312038406591459,synthetic_calibrated_UVXY,UVXY
2022-02-18,1.1530576277552006e-11,1.185656824934421e-11,0.020751092101633617,0.028271958308523804,0.049609724420911,0.04960972442091105,synthetic_calibrated_UVXY,UVXY
2022-02-22,1.225389427512672e-11,1.1844739942596364e-11,0.03351104783666936,-0.033389739077549274,-0.0009976163843612908,-0.000997616384361466,synthetic_calibrated_UVXY,UVXY
2022-02-23,1.1238627458751189e-11,1.3127521963232602e-11,-0.051171447138780746,0.1680716360973944,0.1082997201165274,0.10829972011652722,synthetic_calibrated_UVXY,UVXY
2022-02-24,1.6124389147240254e-11,1.2271933463006816e-11,0.22828887221832428,-0.2389210313057224,-0.06517517187342041,-0.06517517187342048,synthetic_calibrated_UVXY,UVXY
2022-02-25,1.2082403592713996e-11,1.1276896855749929e-11,-0.01544417355783001,-0.06666775619462084,-0.08108230135507015,-0.08108230135507,synthetic_calibrated_UVXY,UVXY
2022-02-28,1.3015744522577554e-11,1.239170398795786e-11,0.15419558137937672,-0.04794505097554824,0.09885761539438982,0.09885761539438986,synthetic_calibrated_UVXY,UVXY
2022-03-01,1.3034107752968398e-11,1.5060082769815847e-11,0.05184143888805126,0.1554364176854417,0.21533590412191023,0.21533590412191028,synthetic_calibrated_UVXY,UVXY
2022-03-02,1.4667559506425138e-11,1.3066395136115652e-11,-0.026063818465687616,-0.10916365259047311,-0.13238224943199134,-0.13238224943199128,synthetic_calibrated_UVXY,UVXY
2022-03-03,1.2896866263920814e-11,1.3432605390943303e-11,-0.012974417995844756,0.04154025606369416,0.028026877422024872,0.028026877422024477,synthetic_calibrated_UVXY,UVXY
2022-03-04,1.486709841701596e-11,1.4459725456587074e-11,0.1067918683176563,-0.027400972873269702,0.07646469435752841,0.07646469435752867,synthetic_calibrated_UVXY,UVXY
2022-03-07,1.4548467357558891e-11,1.6826735063128593e-11,0.006137177447680386,0.15659846838684288,0.1636967184230484,0.16369671842304845,synthetic_calibrated_UVXY,UVXY
2022-03-08,1.6660304491102243e-11,1.6506606196970757e-11,-0.009890841651809201,-0.009225419272112956,-0.019025013762730407,-0.019025013762730247,synthetic_calibrated_UVXY,UVXY
2022-03-09,1.481826756225104e-11,1.516722135676236e-11,-0.10228260216382667,0.02354889281391226,-0.08114235138499852,-0.08114235138499859,synthetic_calibrated_UVXY,UVXY
2022-03-10,1.5702617331444922e-11,1.406906165632143e-11,0.03529954248632716,-0.1040307893036565,-0.07240348608424,-0.07240348608423997,synthetic_calibrated_UVXY,UVXY
2022-03-11,1.3149349517255644e-11,1.4423270337082973e-11,-0.06537124945021089,0.09688090031796537,0.02517642536610771,0.025176425366107757,synthetic_calibrated_UVXY,UVXY
2022-03-14,1.4408416651977712e-11,1.5481750217025057e-11,-0.0010298416904155339,0.07449351243601199,0.07338695422082427,0.07338695422082453,synthetic_calibrated_UVXY,UVXY
2022-03-15,1.5012700464850582e-11,1.4242395045338048e-11,-0.03029694612038547,-0.051310250365419585,-0.08005265259506049,-0.08005265259506056,synthetic_calibrated_UVXY,UVXY
2022-03-16,1.3225117430579345e-11,1.1589889544543025e-11,-0.07142602150273081,-0.12364562315759242,-0.18624012972195075,-0.18624012972195048,synthetic_calibrated_UVXY,UVXY
2022-03-17,1.1569630516199675e-11,1.1134625210392591e-11,-0.001747991494266521,-0.03759889351678036,-0.03928116246498586,-0.0392811624649857,synthetic_calibrated_UVXY,UVXY
2022-03-18,1.147278243999063e-11,9.969203905497226e-12,0.03036987983056827,-0.13105613589013831,-0.10466641515761226,-0.1046664151576121,synthetic_calibrated_UVXY,UVXY
2022-03-21,1.0074743792788643e-11,9.942870064041563e-12,0.010586591295742354,-0.013089536712732497,-0.002641518992418315,-0.002641518992418379,synthetic_calibrated_UVXY,UVXY
2022-03-22,9.527747666564822e-12,9.46085787302028e-12,-0.04175076158120916,-0.0070205252999379075,-0.048478174603174655,-0.048478174603174495,synthetic_calibrated_UVXY,UVXY
2022-03-23,1.0019460249992318e-11,9.458314691495798e-12,0.059043522740682475,-0.05600556761497699,-0.00026881087937429514,-0.0002688108793742483,synthetic_calibrated_UVXY,UVXY
2022-03-24,9.413251860843707e-12,8.959535050340771e-12,-0.004764361529713934,-0.04819979505597438,-0.05273451533638345,-0.052734515336383514,synthetic_calibrated_UVXY,UVXY
2022-03-25,8.877623253614948e-12,8.558501358817965e-12,-0.009142416014401022,-0.03594677152660619,-0.044760547201336646,-0.04476054720133649,synthetic_calibrated_UVXY,UVXY
2022-03-28,8.6985634567156e-12,8.245293313083958e-12,0.01636525976049863,-0.052108620680545004,-0.0365961320332449,-0.036596132033244744,synthetic_calibrated_UVXY,UVXY
2022-03-29,7.778502758795174e-12,7.457095132505918e-12,-0.05661297137217203,-0.041319986153612875,-0.09559371033257173,-0.09559371033257191,synthetic_calibrated_UVXY,UVXY
2022-03-30,7.618005774828522e-12,7.741189796999322e-12,0.021578193581195615,0.0161701140445214,0.038097229476799783,0.03809722947679983,synthetic_calibrated_UVXY,UVXY
2022-03-31,7.84709532516674e-12,8.502700975726944e-12,0.013680781758957705,0.08354755784061707,0.09837133550488608,0.09837133550488608,actual_uvix,UVXY
2022-04-01,8.18498439122469e-12,7.8899618484726e-12,-0.03736654804270467,-0.03604436229205177,-0.0720640569395018,-0.0720640569395018,actual_uvix,UVXY
2022-04-04,7.781534760110721e-12,7.181403433828689e-12,-0.013742409715564063,-0.0771224886584575,-0.08980504953659318,-0.08980504953659307,actual_uvix,UVXY
2022-04-05,7.267136480440408e-12,8.265674317447488e-12,0.011938202247190999,0.13740458015267176,0.1509831460674158,0.1509831460674158,actual_uvix,UVXY
2022-04-06,8.775029476728877e-12,8.598520263116514e-12,0.06162294081757169,-0.02011494252873558,0.04026845637583887,0.04026845637583887,actual_uvix,UVXY
2022-04-07,8.749813874784253e-12,8.215243113558242e-12,0.017595307917888547,-0.061095100864553276,-0.04457478005865101,-0.04457478005865101,actual_uvix,UVXY
2022-04-08,8.326191762114584e-12,8.154725668891146e-12,0.013505217925107393,-0.02059357964869779,-0.007366482504604033,-0.007366482504604144,actual_uvix,UVXY
2022-04-11,8.4522697718377e-12,9.01709925539726e-12,0.036487322201608,0.06682577565632464,0.10575139146567714,0.10575139146567736,actual_uvix,UVXY
2022-04-12,8.633822105838988e-12,8.951538690341242e-12,-0.04250559284116329,0.03679906542056077,-0.007270693512304249,-0.007270693512304138,actual_uvix,UVXY
2022-04-13,9.269255274843495e-12,7.958043973723087e-12,0.03549295774647887,-0.14145810663764957,-0.11098591549295778,-0.11098591549295778,actual_uvix,UVXY
2022-04-14,7.70084483388793e-12,8.34132112328136e-12,-0.03231939163498099,0.08316961362148012,0.04816223067173642,0.04816223067173642,actual_uvix,UVXY
2022-04-18,8.452269771837704e-12,8.134553187335451e-12,0.01330108827085863,-0.03758949880668261,-0.024788391777509022,-0.02478839177750891,actual_uvix,UVXY
2022-04-19,7.998388936834486e-12,7.29739520277396e-12,-0.01673899566026038,-0.08764186633039095,-0.10291382517048975,-0.10291382517048975,actual_uvix,UVXY
2022-04-20,7.030109822160954e-12,6.93933365516031e-12,-0.03662750518313751,-0.012912482065997155,-0.04906703524533518,-0.04906703524533518,actual_uvix,UVXY
2022-04-21,6.672048274547304e-12,8.00343205722341e-12,-0.03851744186046513,0.1995464852607709,0.15334302325581395,0.15334302325581395,actual_uvix,UVXY
2022-04-22,8.018561418390185e-12,9.970249008904023e-12,0.001890359168241984,0.2433962264150944,0.24574669187145548,0.24574669187145592,actual_uvix,UVXY
2022-04-25,1.0469517927407562e-11,9.489639635839503e-12,0.050075872534142585,-0.09359344894026977,-0.04820435002529089,-0.048204350025291,actual_uvix,UVXY
2022-04-26,9.884515962292301e-12,1.159917689452668e-11,0.04161130892278253,0.17346938775510212,0.22229898496040823,0.222298984960408,actual_uvix,UVXY
2022-04-27,1.1538659449859584e-11,1.1926979719806782e-11,-0.00521739130434784,0.033653846153846256,0.02826086956521734,0.02826086956521734,actual_uvix,UVXY
2022-04-28,1.0706544585687018e-11,1.0852795076965832e-11,-0.10232558139534886,0.013659915214319307,-0.09006342494714592,-0.09006342494714592,actual_uvix,UVXY
2022-04-29,1.1059563012911742e-11,1.2290084387809355e-11,0.019052044609665364,0.11126310989512089,0.13243494423791824,0.13243494423791824,actual_uvix,UVXY
2022-05-02,1.2486766082977416e-11,1.218922198003086e-11,0.01600328272466145,-0.023828756058158373,-0.008206811653672541,-0.008206811653672763,actual_uvix,UVXY
2022-05-03,1.1629435616860225e-11,1.0545164733241428e-11,-0.04592470004137361,-0.09323503902862096,-0.13487794786925944,-0.13487794786925933,actual_uvix,UVXY
2022-05-04,1.0293008713795196e-11,8.548089059227268e-12,-0.023912003825920625,-0.16952474277315044,-0.1893830703012912,-0.1893830703012913,actual_uvix,UVXY
2022-05-05,9.082659820453281e-12,1.1750470506194416e-11,0.06253687315634227,0.2937257079400333,0.37463126843657824,0.37463126843657824,actual_uvix,UVXY
2022-05-06,1.202784212758527e-11,1.1367193356636143e-11,0.023605150214592197,-0.05492662473794552,-0.032618025751072977,-0.03261802575107309,actual_uvix,UVXY
2022-05-09,1.2355644952865371e-11,1.3193307249465754e-11,0.08695652173913038,0.06779591836734689,0.16064773735581195,0.16064773735581173,actual_uvix,UVXY
2022-05-10,1.188663475669538e-11,1.2279998147031503e-11,-0.09904055655364852,0.033092914722104405,-0.06922518252360388,-0.06922518252360377,actual_uvix,UVXY
2022-05-11,1.239598991597677e-11,1.2093402692641292e-11,0.009445585215605679,-0.024410089503661525,-0.015195071868583154,-0.015195071868583154,actual_uvix,UVXY
2022-05-12,1.2532154166477736e-11,1.1659694339193772e-11,0.036280233527939965,-0.06961770623742458,-0.03586321934945791,-0.03586321934945791,actual_uvix,UVXY
2022-05-13,1.084270883618798e-11,1.013667198173853e-11,-0.07006920415224915,-0.06511627906976747,-0.13062283737024216,-0.13062283737024216,actual_uvix,UVXY
2022-05-16,1.0086240777849285e-11,9.32977271951059e-12,-0.00497512437810943,-0.07499999999999996,-0.07960199004975121,-0.0796019900497511,actual_uvix,UVXY
2022-05-17,8.790158837895654e-12,8.88597812528522e-12,-0.0578378378378378,0.010900745840504822,-0.047567567567567526,-0.047567567567567526,actual_uvix,UVXY
2022-05-18,9.309600237954892e-12,1.139240895858077e-11,0.047673098751418896,0.2237269772481041,0.28206583427922816,0.2820658342792284,actual_uvix,UVXY
2022-05-19,1.1972367803307104e-11,1.002572333318219e-11,0.05090748118636568,-0.16259477674810452,-0.11996458610004423,-0.11996458610004435,actual_uvix,UVXY
2022-05-20,9.309600237954892e-12,1.0040852694348965e-11,-0.0714285714285714,0.07854821235102927,0.0015090543259557165,0.0015090543259559386,actual_uvix,UVXY
2022-05-23,9.662618665179617e-12,9.692877387513165e-12,-0.03766951280763431,0.0031315240083507057,-0.03465595178302361,-0.0346559517830235,actual_uvix,UVXY
2022-05-24,1.0106413259404986e-11,9.854257239958753e-12,0.042663891779396446,-0.024950099800399195,0.01664932362122795,0.01664932362122773,actual_uvix,UVXY
2022-05-25,1.021736190796133e-11,9.420548886511235e-12,0.0368474923234392,-0.07798617966436328,-0.04401228249744116,-0.044012282497441046,actual_uvix,UVXY
2022-05-26,9.254125913676721e-12,9.223867191343173e-12,-0.017665952890792314,-0.003269754768392419,-0.020877944325481845,-0.020877944325481956,actual_uvix,UVXY
2022-05-27,8.805288199062427e-12,8.543045938838346e-12,-0.04537998906506291,-0.0297823596792669,-0.07381082558775287,-0.07381082558775298,actual_uvix,UVXY
2022-05-31,8.835546921395975e-12,8.26567431744749e-12,0.03423848878394331,-0.06449771689497719,-0.03246753246753242,-0.032467532467532534,actual_uvix,UVXY
2022-06-01,8.043777020334805e-12,8.084121983446202e-12,-0.02684563758389258,0.005015673981191293,-0.021964612568639463,-0.021964612568639463,actual_uvix,UVXY
2022-06-02,8.190027511613618e-12,7.796664121277496e-12,0.013100436681222627,-0.04802955665024633,-0.03555832813474735,-0.035558328134747574,actual_uvix,UVXY
2022-06-03,8.048820140723728e-12,7.937871492167386e-12,0.03234152652005173,-0.013784461152882233,0.018111254851228997,0.018111254851228997,actual_uvix,UVXY
2022-06-06,7.620154907665133e-12,7.695801713499003e-12,-0.04002541296060991,0.00992720052945062,-0.030495552731893305,-0.030495552731893305,actual_uvix,UVXY
2022-06-07,8.12951006694652e-12,7.327653925107502e-12,0.056356487549148016,-0.09863523573200994,-0.047837483617300114,-0.047837483617300336,actual_uvix,UVXY
2022-06-08,7.483990657164166e-12,7.272179600829331e-12,0.021335168616655187,-0.028301886792452824,-0.007570543702684063,-0.007570543702684063,actual_uvix,UVXY
2022-06-09,7.529378740664487e-12,7.998388936834479e-12,0.035367545076282925,0.062290689886135286,0.09986130374479885,0.09986130374479885,actual_uvix,UVXY
2022-06-10,8.603563383505435e-12,8.775029476728874e-12,0.07566204287515754,0.01992966002344665,0.0970996216897857,0.0970996216897857,actual_uvix,UVXY
2022-06-13,1.0383784880795834e-11,1.136719335663614e-11,0.18333333333333335,0.09470616804273924,0.2954022988505747,0.2954022988505747,actual_uvix,UVXY
2022-06-14,1.1195727263412703e-11,1.0696458344909164e-11,-0.015084294587400127,-0.04459459459459458,-0.05900621118012417,-0.05900621118012406,actual_uvix,UVXY
2022-06-15,1.0141715102127453e-11,9.470980090400476e-12,-0.05186232909005184,-0.06613625062158135,-0.11456859971711453,-0.11456859971711453,actual_uvix,UVXY
2022-06-16,1.0439259205074007e-11,1.0610725298297445e-11,0.10223642172523961,0.01642512077294689,0.12034078807241744,0.12034078807241744,actual_uvix,UVXY
2022-06-17,1.05401216128525e-11,1.0010593972015414e-11,-0.0066539923954372915,-0.05023923444976075,-0.0565589353612167,-0.0565589353612167,actual_uvix,UVXY
2022-06-21,9.264212154454567e-12,9.597058100123593e-12,-0.07455919395465993,0.03592814371257491,-0.04130982367758185,-0.04130982367758185,actual_uvix,UVXY
2022-06-22,9.934947166181544e-12,8.926323088396616e-12,0.03520756699947447,-0.10152284263959388,-0.06988964792433006,-0.06988964792432995,actual_uvix,UVXY
2022-06-23,8.749813874784253e-12,8.84563316217382e-12,-0.019774011299435013,0.010951008645533111,-0.009039548022598876,-0.009039548022598987,actual_uvix,UVXY
2022-06-24,8.50774409611587e-12,8.517830336893719e-12,-0.03819840364880278,0.0011855364552459946,-0.037058152793614574,-0.037058152793614574,actual_uvix,UVXY
2022-06-27,8.361493604837055e-12,7.963087094112008e-12,-0.018354055654233314,-0.04764776839565743,-0.06512729425695674,-0.06512729425695674,actual_uvix,UVXY
2022-06-28,7.786577880499645e-12,8.437140410670925e-12,-0.02216592780240656,0.08354922279792754,0.05953134895503487,0.05953134895503487,actual_uvix,UVXY
2022-06-29,8.543045938838342e-12,8.50774409611587e-12,0.012552301255230214,-0.004132231404958664,0.008368200836819994,0.008368200836819994,actual_uvix,UVXY
2022-06-30,8.850676282562747e-12,8.613649624283289e-12,0.04030823947836404,-0.02678062678062676,0.012448132780082943,0.012448132780083165,actual_uvix,UVXY
2022-07-01,8.790158837895652e-12,8.19002751161362e-12,0.020491803278688492,-0.06827309236947787,-0.049180327868852514,-0.0491803278688524,actual_uvix,UVXY
2022-07-05,8.790158837895652e-12,8.200113752391469e-12,0.07327586206896552,-0.06712564543889843,0.0012315270935960854,0.0012315270935960854,actual_uvix,UVXY
2022-07-06,8.225329354336093e-12,7.922742131000614e-12,0.0030750307503075724,-0.03678724708767622,-0.03382533825338252,-0.03382533825338241,actual_uvix,UVXY
2022-07-07,7.816836602833197e-12,7.736146676610403e-12,-0.013367281985996127,-0.010322580645161339,-0.02355187778485046,-0.02355187778485035,actual_uvix,UVXY
2022-07-08,7.781534760110724e-12,7.393214490163526e-12,0.005867014341590648,-0.04990278677900195,-0.044328552803129084,-0.044328552803129195,actual_uvix,UVXY
2022-07-11,7.650413629998683e-12,7.801707241666422e-12,0.0347885402455661,0.019775873434410007,0.05525238744884042,0.05525238744884042,actual_uvix,UVXY
2022-07-12,7.826922843611046e-12,8.063949501890503e-12,0.003232062055591456,0.030283505154639068,0.03361344537815136,0.03361344537815114,actual_uvix,UVXY
2022-07-13,8.381666086392756e-12,7.736146676610403e-12,0.039399624765478425,-0.07701564380264736,-0.04065040650406504,-0.04065040650406482,actual_uvix,UVXY
2022-07-14,8.195070632002546e-12,7.771448519332875e-12,0.05932203389830515,-0.051692307692307704,0.0045632333767926525,0.0045632333767926525,actual_uvix,UVXY
2022-07-15,7.438602573663849e-12,6.989764859049555e-12,-0.04282933160285529,-0.060338983050847506,-0.10058403634003898,-0.10058403634003898,actual_uvix,UVXY
2022-07-18,6.904031812437836e-12,7.367998888218904e-12,-0.012265512265512313,0.06720233747260784,0.05411255411255422,0.05411255411255422,actual_uvix,UVXY
2022-07-19,7.0603685444945004e-12,7.176360313439768e-12,-0.04175222450376459,0.01642857142857146,-0.026009582477754978,-0.026009582477754867,actual_uvix,UVXY
2022-07-20,7.045239183327727e-12,6.808212525048269e-12,-0.018271257905832727,-0.03364352183249819,-0.05130007027406891,-0.05130007027406891,actual_uvix,UVXY
2022-07-21,6.808212525048269e-12,6.520754662879564e-12,0.0,-0.04222222222222227,-0.04222222222222227,-0.04222222222222227,actual_uvix,UVXY
2022-07-22,6.480409699768167e-12,6.4198922551010715e-12,-0.006187161639597871,-0.009338521400778177,-0.015467904098994567,-0.015467904098994567,actual_uvix,UVXY
2022-07-25,6.4047628939342974e-12,6.308943606544729e-12,-0.00235663786331497,-0.014960629921259794,-0.01728201099764337,-0.01728201099764337,actual_uvix,UVXY
2022-07-26,6.417370694906609e-12,6.576228987157736e-12,0.01718625099920068,0.024754420432220092,0.04236610711430866,0.04236610711430866,actual_uvix,UVXY
2022-07-27,6.248426161877634e-12,6.137477513321292e-12,-0.049846625766871155,-0.0177562550443906,-0.06671779141104295,-0.06671779141104295,actual_uvix,UVXY
2022-07-28,5.996270142431402e-12,5.557518668594958e-12,-0.023007395234182382,-0.07317073170731703,-0.09449465899753495,-0.09449465899753484,actual_uvix,UVXY
2022-07-29,5.4364837792607666e-12,5.411268177316143e-12,-0.02177858439201452,-0.004638218923933235,-0.02631578947368418,-0.026315789473684403,actual_uvix,UVXY
2022-08-01,5.597863631706355e-12,5.774372845318717e-12,0.034482758620689724,0.03153153153153143,0.06710158434296365,0.06710158434296365,actual_uvix,UVXY
2022-08-02,5.915580216208607e-12,5.920623336597531e-12,0.024454148471615644,0.0008525149190110604,0.02532751091703056,0.025327510917030338,actual_uvix,UVXY
2022-08-03,5.6482948355956e-12,5.3003195287598e-12,-0.04599659284497448,-0.06160714285714286,-0.10477001703577515,-0.10477001703577515,actual_uvix,UVXY
2022-08-04,5.406225056927218e-12,5.345707612260122e-12,0.019980970504281714,-0.011194029850746245,0.008563273073263655,0.008563273073263655,actual_uvix,UVXY
2022-08-05,5.673510437540224e-12,5.09355159281389e-12,0.061320754716981174,-0.10222222222222221,-0.047169811320754707,-0.047169811320754707,actual_uvix,UVXY
2022-08-08,5.063292870480342e-12,5.138939676314211e-12,-0.005940594059405946,0.014940239043824688,0.008910891089108919,0.008910891089108919,actual_uvix,UVXY
2022-08-09,5.244845204481629e-12,5.204500241370232e-12,0.02060843964671255,-0.007692307692307665,0.012757605495583801,0.012757605495584023,actual_uvix,UVXY
2022-08-10,4.821223091811959e-12,4.599325794699275e-12,-0.0736434108527132,-0.046025104602510414,-0.11627906976744184,-0.11627906976744184,actual_uvix,UVXY
2022-08-11,4.584196433532501e-12,4.680015720922069e-12,-0.003289473684210509,0.020902090209020896,0.01754385964912286,0.01754385964912264,actual_uvix,UVXY
2022-08-12,4.6094120354771236e-12,4.5539377111989525e-12,-0.015086206896551713,-0.012035010940919078,-0.026939655172413812,-0.026939655172413812,actual_uvix,UVXY
2022-08-15,4.6749726005331435e-12,4.427859701475836e-12,0.02657807308970095,-0.052858683926645056,-0.027685492801771905,-0.027685492801771905,actual_uvix,UVXY
2022-08-16,4.437945942253686e-12,4.483334025754008e-12,0.002277904328018332,0.010227272727272751,0.01252847380410027,0.012528473804100493,actual_uvix,UVXY
2022-08-17,4.558980831587878e-12,4.442989062642611e-12,0.01687289088863886,-0.025442477876106206,-0.008998875140607376,-0.008998875140607376,actual_uvix,UVXY
2022-08-18,4.458118423809385e-12,4.32195417330842e-12,0.0034052213393871433,-0.03054298642533937,-0.02724177071509648,-0.02724177071509637,actual_uvix,UVXY
2022-08-19,4.488377146142934e-12,4.715317563644544e-12,0.03850641773628949,0.050561797752809,0.09101516919486574,0.09101516919486619,actual_uvix,UVXY
2022-08-22,5.159112157869913e-12,5.320492010315502e-12,0.09411764705882364,0.03128054740957964,0.12834224598930488,0.12834224598930488,actual_uvix,UVXY
2022-08-23,5.285190167593029e-12,5.1691983986477626e-12,-0.006635071090047351,-0.021946564885496178,-0.028436018957345932,-0.028436018957345932,actual_uvix,UVXY
2022-08-24,5.083465352036043e-12,4.790964369478414e-12,-0.01658536585365855,-0.05753968253968256,-0.07317073170731703,-0.07317073170731714,actual_uvix,UVXY
2022-08-25,4.725403804422394e-12,4.518635868476483e-12,-0.013684210526315743,-0.043756670224119554,-0.056842105263157916,-0.056842105263157916,actual_uvix,UVXY
2022-08-26,4.55898083158788e-12,5.391095695760447e-12,0.008928571428571397,0.1825221238938053,0.1930803571428572,0.19308035714285698,actual_uvix,UVXY
2022-08-29,5.5373461870392615e-12,5.320492010315502e-12,0.027128157156220745,-0.03916211293260474,-0.013096351730589317,-0.013096351730589317,actual_uvix,UVXY
2022-08-30,5.229715843314858e-12,5.502044344316789e-12,-0.017061611374407537,0.052073288331726086,0.034123222748815074,0.034123222748815074,actual_uvix,UVXY
2022-08-31,5.244845204481632e-12,5.265017686037331e-12,-0.04674610449129235,0.0038461538461538325,-0.04307974335472042,-0.04307974335472042,actual_uvix,UVXY
2022-09-01,5.461699381205392e-12,5.199457120981311e-12,0.03735632183908044,-0.048014773776546615,-0.01245210727969348,-0.01245210727969337,actual_uvix,UVXY
2022-09-02,4.841395573367661e-12,5.290233287981954e-12,-0.06886517943743942,0.09270833333333339,0.01745877788554795,0.01745877788554795,actual_uvix,UVXY
2022-09-06,5.068335990869269e-12,5.527259946261412e-12,-0.04194470924690186,0.09054726368159205,0.04480457578646324,0.04480457578646302,actual_uvix,UVXY
2022-09-07,5.55751866859496e-12,4.927128619979379e-12,0.005474452554744547,-0.11343012704174227,-0.10857664233576647,-0.10857664233576636,actual_uvix,UVXY
2022-09-08,5.103637833591742e-12,4.77583500831164e-12,0.035823950870010224,-0.06422924901185767,-0.03070624360286589,-0.03070624360286589,actual_uvix,UVXY
2022-09-09,4.609412035477127e-12,4.6447138781996e-12,-0.03484688489968324,0.007658643326039494,-0.02745512143611406,-0.02745512143611384,actual_uvix,UVXY
2022-09-12,4.493420266531861e-12,4.614455155866053e-12,-0.032573289902280145,0.026936026936027035,-0.006514657980456029,-0.006514657980455918,actual_uvix,UVXY
2022-09-13,4.997732305424326e-12,5.411268177316147e-12,0.08306010928961749,0.08274470232088804,0.17267759562841523,0.17267759562841523,actual_uvix,UVXY
2022-09-14,5.396138816149373e-12,5.401181936538297e-12,-0.002795899347623476,0.0009345794392523477,-0.0018639328984156878,-0.0018639328984156878,actual_uvix,UVXY
2022-09-15,5.416311297705071e-12,5.3608369734269e-12,0.0028011204481792618,-0.010242085661080091,-0.007469654528478031,-0.007469654528478031,actual_uvix,UVXY
2022-09-16,5.628122354039906e-12,5.3204920103155025e-12,0.049858889934148554,-0.05465949820788529,-0.007525870178739402,-0.007525870178739513,actual_uvix,UVXY
2022-09-19,5.542389307428187e-12,5.048163509313572e-12,0.041706161137440745,-0.08917197452229297,-0.05118483412322272,-0.05118483412322272,actual_uvix,UVXY
2022-09-20,5.234758963703783e-12,5.370923214204748e-12,0.03696303696303693,0.026011560693641522,0.06393606393606399,0.06393606393606377,actual_uvix,UVXY
